New Line No. ,New line no.,Current System Organ Class (SOC) Term,Current SOC Key,Current High Level Term (HLT),Current HLT Key,Current Preferred Term (PT),Current PT Key,Current Low Level Term (LLT),Current LLT Key,Current Term Type
282,402345,Blood and lymphatic system disorders,3,Lymph node disorders,18,Lymphadenopathy,108,Enlarged lymph nodes (generalised),2426,C
283,402346,Blood and lymphatic system disorders,3,Lymph node disorders,18,Lymphadenopathy,108,Fibrinous lymphadenitis,2345,C
284,400173,Blood and lymphatic system disorders,3,Lymph node disorders,18,Lymphadenopathy,108,Granulomatous lymphadenitis,2346,C
285,400174,Blood and lymphatic system disorders,3,Lymph node disorders,18,Lymphadenopathy,108,Lymphadenitis,173,C
286,402347,Blood and lymphatic system disorders,3,Lymph node disorders,18,Lymphadenopathy,108,Lymphadenopathy,174,C
287,401814,Blood and lymphatic system disorders,3,Lymph node disorders,18,Lymphadenopathy,108,Purulent lymphadenitis,2347,C
288,401818,Blood and lymphatic system disorders,3,Lymph node disorders,18,Lymphadenopathy,108,Swollen gland,1814,C
289,402348,Blood and lymphatic system disorders,3,Lymph node disorders,18,Lymphadenopathy,108,Swollen lymph node,1818,C
290,400175,Blood and lymphatic system disorders,3,Lymph node disorders,18,Lymphangitis,109,Lymphangiectasia,2348,C
291,401058,Blood and lymphatic system disorders,3,Lymph node disorders,18,Lymphangitis,109,Lymphangitis,175,C
292,401352,Blood and lymphatic system disorders,3,Other blood disorders,19,Blood dyscrasia NOS,626,Blood dyscrasia NOS,1058,C
293,400177,Blood and lymphatic system disorders,3,Other blood disorders,19,Haemorrhage NOS,111,Blood loss NOS,1352,C
294,402097,Blood and lymphatic system disorders,3,Other blood disorders,19,Haemorrhage NOS,111,Haemorrhage NOS,177,C
295,402098,Blood and lymphatic system disorders,3,Other blood disorders,19,Haemorrhage NOS,111,Multiple organ haemorrhage,2097,C
296,401666,Blood and lymphatic system disorders,3,Other blood disorders,19,Haemorrhage NOS,111,Organ haemorrhage,2098,C
297,400182,Blood and lymphatic system disorders,3,Other blood disorders,19,Other blood disorder NOS,821,Other blood disorder NOS,1666,C
298,402900,Blood and lymphatic system disorders,3,Spleen and reticulo-endothelial system disorders,20,Spleen and reticulo-endothelial system disorder NOS,115,Spleen and reticulo-endothelial system disorder NOS,182,C
299,400183,Blood and lymphatic system disorders,3,Spleen and reticulo-endothelial system disorders,20,Spleen nodules,2899,Spleen nodules,2900,C
300,402106,Blood and lymphatic system disorders,3,Spleen and reticulo-endothelial system disorders,20,Spleen rupture,116,Spleen rupture,183,C
301,400184,Blood and lymphatic system disorders,3,Spleen and reticulo-endothelial system disorders,20,Spleen torsion,944,Spleen torsion,2106,C
302,401059,Blood and lymphatic system disorders,3,Spleen and reticulo-endothelial system disorders,20,Splenitis,117,Splenitis,184,C
303,400185,Blood and lymphatic system disorders,3,Spleen and reticulo-endothelial system disorders,20,Splenomegaly,118,Spleen hypertrophy,1059,C
304,400186,Blood and lymphatic system disorders,3,Spleen and reticulo-endothelial system disorders,20,Splenomegaly,118,Splenomegaly,185,C
305,400187,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Arrhythmia,119,Arrhythmia,186,C
306,402083,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Arrhythmia,119,Atrial fibrillation,187,C
307,402558,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Arrhythmia,119,Extrasystole,2083,C
308,402434,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Arrhythmia,119,Irregular pulse,2558,C
309,402221,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Arrhythmia,119,Premature ventricular contractions,2434,C
310,402222,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Arrhythmia,119,Supraventricular and nodal arrhythmia,2221,C
311,402427,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Arrhythmia,119,Ventricular arrhythmia,2222,C
312,400188,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Arrhythmia,119,Ventricular fibrillation,2427,C
313,401060,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Bradycardia,120,Bradycardia,188,C
314,400189,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Bradycardia,120,Cardiac depression,1060,C
315,400190,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Bradycardia,120,Decreased heart rate,189,C
316,402431,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Bradycardia,120,Slow heart rate,190,C
317,402432,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Heart block,121,Heart block 1st degree,2431,C
318,402433,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Heart block,121,Heart block 2nd degree,2432,C
319,400191,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Heart block,121,Heart block 3rd degree,2433,C
320,402522,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Heart block,121,Heart block NOS,191,C
321,401514,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Tachycardia,122,Bounding pulse,2522,C
322,400193,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Tachycardia,122,Heart pounding,1514,C
323,401670,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Tachycardia,122,Increased heart rate,193,C
324,401719,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Tachycardia,122,Palpitation,1670,C
325,400192,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Tachycardia,122,Rapid pulse rate,1719,C
326,400202,Cardio-vascular system disorders,4,Cardiac rhythm disorders,21,Tachycardia,122,Tachycardia,192,C
327,401061,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Cardiac disorder NOS,125,Cardiac disorder NOS,202,C
328,402378,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Cardiac disorder NOS,125,Cardiopathy,1061,C
329,400208,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Cardiac embolism,129,Cardiac embolism,2378,C
330,400204,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Cardiac embolism,129,Embolism,208,C
331,402301,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Cardiac enlargement,126,Cardiac enlargement,204,C
332,402302,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Cardiac enlargement,126,Hypertrophic concentric cardiomyopathy,2301,C
333,400203,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Cardiac enlargement,126,Hypertrophic dilated cardiomyopathy,2302,C
334,400205,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Cardiac enlargement,126,Right ventricular dilatation,203,C
335,402159,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Cardiomyopathy,127,Cardiomyopathy,205,C
336,400206,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Cardiomyopathy,127,Taurine-deficient cardiomyopathy,2159,A
337,401315,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Carditis,128,Carditis,206,C
339,400209,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Coronary artery disorder,737,Coronary artery disorder NOS,1398,C
340,400210,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Endocardial fibroelastosis,130,Endocardial fibroelastosis,209,C
341,402303,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Endocarditis,131,Endocarditis,210,C
342,400211,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Endocarditis,131,Valvular endocarditis,2303,C
343,402304,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Infarction,132,Infarction,211,C
344,400212,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Infarction,132,Myocardial infarct,2304,C
345,400213,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Murmur,133,Cardiac murmur,212,C
346,400214,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Murmur,133,Heart murmur,213,C
347,400215,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Murmur,133,Murmur,214,C
348,402305,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Myocarditis,134,Myocarditis,215,C
349,402306,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Myocarditis,134,Necrotic myocarditis,2305,C
350,402307,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Myocarditis,134,Non suppurative myocarditis,2306,C
351,402428,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Myocarditis,134,Suppurative myocarditis,2307,C
352,402308,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Valvular disorder,136,Chordae tendonae rupture,2428,A
353,401515,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Valvular disorder,136,Endocardiosis,2308,C
354,400217,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Valvular disorder,136,Heart valve disorder,1515,C
355,400218,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Valvular disorder,136,Valvular disorder,217,C
356,400195,Cardio-vascular system disorders,4,Cardiac/heart disorders,23,Valvular disorder,136,Valvular insufficiency,218,C
357,400196,Cardio-vascular system disorders,4,Cardiac/heart disorders aggravated,22,Cardiac arrest,123,Cardiac arrest,195,C
358,402160,Cardio-vascular system disorders,4,Cardiac/heart disorders aggravated,22,Cardiac insufficiency,957,Cardiac failure,196,C
359,402429,Cardio-vascular system disorders,4,Cardiac/heart disorders aggravated,22,Cardiac insufficiency,957,Cardiac insufficiency,2160,C
360,400197,Cardio-vascular system disorders,4,Cardiac/heart disorders aggravated,22,Cardiac insufficiency,957,Congestive heart failure,2429,C
361,400200,Cardio-vascular system disorders,4,Cardiac/heart disorders aggravated,22,Cardiac insufficiency,957,Heart failure,197,C
362,400199,Cardio-vascular system disorders,4,Cardiac/heart disorders aggravated,22,Cardiac insufficiency,957,Heart insufficiency,200,C
363,400201,Cardio-vascular system disorders,4,Cardiac/heart disorders aggravated,22,Heart disorder aggravated,124,Heart disorder aggravated,199,C
364,402161,Cardio-vascular system disorders,4,Cardiac/heart disorders aggravated,22,Heart disorder aggravated,124,Heart valve opening,201,C
365,400219,Cardio-vascular system disorders,4,Circulatory disorders,24,Circulatory disorder NOS,958,Circulatory disorder NOS,2161,C
